iter	Logloss
0	0.6248194374
1	0.5852473905
2	0.5548946983
3	0.5371802413
4	0.5236545108
5	0.5122756846
6	0.5038858743
7	0.4920929056
8	0.4857089777
9	0.4802454618
10	0.4741211302
11	0.4702282179
12	0.4489418527
13	0.445535112
14	0.4315395953
15	0.4162015932
16	0.401740354
17	0.3687746366
18	0.3606310421
19	0.3397269502
20	0.3377141171
21	0.3204157418
22	0.308762409
23	0.2957892972
24	0.2938846846
25	0.2814432158
26	0.2806726269
27	0.2707325292
28	0.2557425335
29	0.2432818396
30	0.2386063486
31	0.2318910261
32	0.2227859839
33	0.2192004479
34	0.2143176136
35	0.2116673541
36	0.2106015103
37	0.2101087319
38	0.2018480972
39	0.1983933031
40	0.1976818002
41	0.1942559206
42	0.1918618505
43	0.1877642614
44	0.184853854
45	0.1811350749
46	0.1780157669
47	0.1765506214
48	0.1762948797
49	0.1738569134
50	0.1716245331
51	0.1709681172
52	0.1702351388
53	0.1656666982
54	0.1642297258
55	0.1579445554
56	0.1551335153
57	0.1539291421
58	0.1536911454
59	0.1516708639
60	0.1493833878
61	0.1492432377
62	0.148607027
63	0.1476224326
64	0.1448009991
65	0.1438960433
66	0.1438024259
67	0.1410411036
68	0.1392216369
69	0.136947134
70	0.1364652157
71	0.1359762255
72	0.1352614093
73	0.1348912807
74	0.1330017643
75	0.1327869384
76	0.1324576078
77	0.1322080381
78	0.1303452347
79	0.1287330454
80	0.1266222896
81	0.1265007136
82	0.1246985115
83	0.123126547
84	0.1215747455
85	0.1214809098
86	0.1198475291
87	0.1186842849
88	0.1185945321
89	0.1184655311
90	0.1177969577
91	0.117257394
92	0.1159691882
93	0.1144777228
94	0.114011511
95	0.1130653619
96	0.1129846302
97	0.1123734461
98	0.1121635697
99	0.112058435
100	0.1119306581
101	0.111700085
102	0.1116385266
103	0.1113731432
104	0.1112072251
105	0.1110526862
106	0.110557417
107	0.1101812091
108	0.1101235592
109	0.1100202533
110	0.1095085614
111	0.1078002996
112	0.1077444273
113	0.106905458
114	0.1067971218
115	0.1063333313
116	0.1046250996
117	0.1041378362
118	0.1040831354
119	0.1036771506
120	0.1036074623
121	0.1035095163
122	0.1034242829
123	0.1032901849
124	0.103037469
125	0.1027197225
126	0.1023798467
127	0.1021396322
128	0.1020918357
129	0.1020358703
130	0.1014063644
131	0.1013312168
132	0.1012610752
133	0.1011884239
134	0.1004188202
135	0.1003608849
136	0.1002991775
137	0.1000661953
138	0.1000158502
139	0.09995542953
140	0.09904199485
141	0.09889507351
142	0.09879669839
143	0.09856524611
144	0.09851241053
145	0.09776312066
146	0.09712210452
147	0.09706703426
148	0.09701431997
149	0.09695409999
150	0.09688628599
151	0.09607977468
152	0.09600567541
153	0.09591702236
154	0.0957779691
155	0.09572145164
156	0.09562413374
157	0.09505045365
158	0.09499358187
159	0.09474590494
160	0.09469484245
161	0.09465796525
162	0.09461498809
163	0.09457738536
164	0.09355207738
165	0.09350380084
166	0.09337234949
167	0.09331884204
168	0.09326654209
169	0.09322027845
170	0.09317050538
171	0.09216824557
172	0.09209807579
173	0.09205752715
174	0.09203134991
175	0.09199994192
176	0.09195877843
177	0.09187768216
178	0.0918429792
179	0.09180735218
180	0.09176952274
181	0.0916135137
182	0.0915699547
183	0.09145659685
184	0.09140887429
185	0.09135276624
186	0.0912949566
187	0.09124489762
188	0.09121430077
189	0.09119172867
190	0.09114313365
191	0.09111787485
192	0.09106727742
193	0.0910244756
194	0.09099570488
195	0.09093705078
196	0.09091176969
197	0.09086128697
198	0.09043518216
199	0.09022114238
200	0.08968827566
201	0.08967874518
202	0.08964248166
203	0.08944548127
204	0.08941813256
205	0.08937975719
206	0.08934569793
207	0.08930980655
208	0.08927476378
209	0.08924144599
210	0.08919888763
211	0.08915368977
212	0.08912452081
213	0.08905939771
214	0.08902458027
215	0.08898773208
216	0.08895634241
217	0.08892224391
218	0.08888922969
219	0.08887474919
220	0.08884020638
221	0.08879347137
222	0.0887397041
223	0.08869929685
224	0.08867761991
225	0.08841821822
226	0.08839649228
227	0.08833637111
228	0.08831198233
229	0.0882696038
230	0.0882356853
231	0.0882132825
232	0.08819486379
233	0.08816337561
234	0.08809718254
235	0.08801969356
236	0.08797598524
237	0.08794279059
238	0.08791031957
239	0.08788074979
240	0.0878312431
241	0.08780865636
242	0.08778899757
243	0.08776891466
244	0.08773328767
245	0.08769002249
246	0.08764489621
247	0.08754647391
248	0.08745606748
249	0.08730327577
250	0.0868926569
251	0.08686973055
252	0.08682578044
253	0.08642718852
254	0.08639644035
255	0.08636820828
256	0.08633976307
257	0.08631079363
258	0.08618554892
259	0.08615837631
260	0.08611749364
261	0.08605514729
262	0.08602825342
263	0.08600952713
264	0.08597689783
265	0.0859344904
266	0.08590182179
267	0.08587993786
268	0.08584690898
269	0.08579716623
270	0.0857623528
271	0.08575379182
272	0.0857284659
273	0.08570763934
274	0.08566877874
275	0.08564607736
276	0.08562123676
277	0.08501281354
278	0.08481684841
279	0.08479023944
280	0.08477514198
281	0.08472672034
282	0.08469585776
283	0.08466029236
284	0.0846136436
285	0.08459981651
286	0.08458301217
287	0.0845503994
288	0.08417545125
289	0.08413766411
290	0.08366192301
291	0.0836388158
292	0.08361958339
293	0.08355213671
294	0.08349793306
295	0.08347276865
296	0.08333050297
297	0.0832934973
298	0.08326196638
299	0.08321769588
300	0.08291309376
301	0.08288380256
302	0.08271310421
303	0.0826816859
304	0.08263187519
305	0.08260482557
306	0.08259009697
307	0.08255289628
308	0.08250157697
309	0.08247372413
310	0.08244407418
311	0.08243497837
312	0.08241341183
313	0.08240368491
314	0.0823931629
315	0.08236782648
316	0.08228906908
317	0.08225221881
318	0.08224468233
319	0.08222641891
320	0.08219425915
321	0.08217206993
322	0.08213740822
323	0.08209358047
324	0.08199817471
325	0.08185822644
326	0.08182849275
327	0.08181391169
328	0.08178981014
329	0.08174622321
330	0.08172727759
331	0.08170463988
332	0.08169728168
333	0.08166991854
334	0.08165801966
335	0.08164448765
336	0.08162722644
337	0.08159705249
338	0.08122072322
339	0.08119422882
340	0.0811707406
341	0.08115317404
342	0.08113314666
343	0.08111161528
344	0.08108068259
345	0.08105991564
346	0.08104225316
347	0.08101878144
348	0.08090525375
349	0.08088751707
350	0.0808730384
351	0.08083971885
352	0.08082798599
353	0.08078280429
354	0.0807572136
355	0.08072399228
356	0.08065404548
357	0.08063410406
358	0.08060759144
359	0.08043819004
360	0.08042806364
361	0.08039988526
362	0.08037270257
363	0.08034282121
364	0.08031880007
365	0.08030502223
366	0.08027310008
367	0.0801466868
368	0.08012076645
369	0.08008562954
370	0.08005343055
371	0.08002958799
372	0.08000417357
373	0.07975802741
374	0.07974115338
375	0.07971729822
376	0.07967291014
377	0.07964801415
378	0.07961553446
379	0.07959023694
380	0.07955678419
381	0.07953883026
382	0.0795095513
383	0.07949601726
384	0.07948619828
385	0.07943973392
386	0.07936633061
387	0.07927459233
388	0.07923860479
389	0.0792187378
390	0.07917572873
391	0.07916686658
392	0.07914989227
393	0.0791191277
394	0.07910180085
395	0.07908834683
396	0.07906102689
397	0.07904550918
398	0.07902969662
399	0.07902003534
400	0.07900206308
401	0.07895676671
402	0.07892273176
403	0.07890123924
404	0.07888100422
405	0.07858439139
406	0.07857343712
407	0.07854510697
408	0.07850673014
409	0.0784958394
410	0.07848993809
411	0.07847003972
412	0.07845236009
413	0.07843443904
414	0.07839660164
415	0.07838444281
416	0.07837079811
417	0.07836017375
418	0.07834512146
419	0.07833229226
420	0.07829807722
421	0.07827859469
422	0.07827075087
423	0.07825841549
424	0.07825395677
425	0.07824029566
426	0.07823277561
427	0.07815343437
428	0.07806468981
429	0.07803139477
430	0.07799273943
431	0.07769298943
432	0.07755502047
433	0.07753517532
434	0.07752251834
435	0.07747394559
436	0.07744347409
437	0.07740524692
438	0.07737459927
439	0.07737097869
440	0.0773415973
441	0.07729975555
442	0.0772765172
443	0.07725405896
444	0.07723530399
445	0.07720120985
446	0.0771887639
447	0.07717957381
448	0.07717607611
449	0.07715539694
450	0.07712805457
451	0.0771116909
452	0.07708751012
453	0.07705231364
454	0.07702520903
455	0.07699851407
456	0.07697269597
457	0.07695155592
458	0.07693534584
459	0.0769142611
460	0.07688139244
461	0.07685852509
462	0.0768216667
463	0.07681117968
464	0.07678841265
465	0.07677354258
466	0.07674434367
467	0.07664130915
468	0.07663590375
469	0.07661796431
470	0.07661119623
471	0.0765961296
472	0.07659081438
473	0.07657235035
474	0.07653759024
475	0.07652700482
476	0.0765167739
477	0.07648583108
478	0.07646931148
479	0.0764391778
480	0.07627930911
481	0.07624971065
482	0.07622078837
483	0.07617272779
484	0.07614680759
485	0.07611797961
486	0.07608420095
487	0.07607964593
488	0.07602876374
489	0.07592878427
490	0.07587454373
491	0.0758561063
492	0.07584305773
493	0.07580372623
494	0.07578418646
495	0.07575925152
496	0.07574244518
497	0.0757260794
498	0.07570348652
499	0.0756871081
500	0.07567235694
501	0.07564970257
502	0.07563584683
503	0.07561976584
504	0.0756020437
505	0.07542415305
506	0.07539914015
507	0.07536473664
508	0.07533296826
509	0.07531091633
510	0.07518362901
511	0.07513043324
512	0.07509886752
513	0.07495193162
514	0.07493282827
515	0.07463544089
516	0.07462143149
517	0.07459870977
518	0.07456539405
519	0.07454360248
520	0.07452492535
521	0.07450493666
522	0.07449349254
523	0.07447530515
524	0.07446461113
525	0.07446121791
526	0.07444181552
527	0.07442370994
528	0.0743972279
529	0.07438203605
530	0.07436277082
531	0.07432453138
532	0.07430031156
533	0.07427442376
534	0.07424498902
535	0.07423895049
536	0.07420056975
537	0.0741969532
538	0.07417042193
539	0.07416050048
540	0.07414719578
541	0.07412785676
542	0.07409722139
543	0.07408488209
544	0.0739921172
545	0.07395954929
546	0.07393031342
547	0.07390190336
548	0.07388667276
549	0.07385722774
550	0.07384501743
551	0.07381877324
552	0.07380510394
553	0.07379094332
554	0.07376553271
555	0.07375299461
556	0.0737464622
557	0.07373685009
558	0.07371275525
559	0.07368468132
560	0.07367172926
561	0.07366053938
562	0.07364932304
563	0.07362192515
564	0.07360677854
565	0.07359643902
566	0.07356557601
567	0.07354327194
568	0.07352513158
569	0.07351987986
570	0.07350097526
571	0.07347726157
572	0.0734437186
573	0.07340550575
574	0.07337923483
575	0.07335289645
576	0.07333175851
577	0.07331562827
578	0.07328060991
579	0.07323846216
580	0.07323365096
581	0.07322983155
582	0.07320864222
583	0.07320336393
584	0.07317626105
585	0.07315677877
586	0.07313700953
587	0.07305500235
588	0.07298507635
589	0.07285031016
590	0.07281779193
591	0.07260272734
592	0.0725162224
593	0.07248995367
594	0.07246688526
595	0.07245730796
596	0.07244314481
597	0.07241567872
598	0.07238585679
599	0.0723656101
600	0.07235042449
601	0.07232942363
602	0.07232577017
603	0.07222320384
604	0.07220478895
605	0.07218083147
606	0.07216412768
607	0.07215065518
608	0.07214380113
