iter	Logloss
609	0.07211808461
610	0.07209311903
611	0.07198918561
612	0.07197310125
613	0.07196362244
614	0.07195171538
615	0.07193222476
616	0.07191376696
617	0.07190145622
618	0.0718843968
619	0.0718499638
620	0.07183628018
621	0.07181956912
622	0.07177516402
623	0.07175588321
624	0.07174717781
625	0.0717158232
626	0.07169657848
627	0.07167828045
628	0.07166887214
629	0.07164246304
630	0.07160577083
631	0.07158465419
632	0.07155359251
633	0.07152312819
634	0.07148312452
635	0.07145772311
636	0.07143534614
637	0.07141676327
638	0.07139412835
639	0.07137525457
640	0.07135483578
641	0.07132775239
642	0.07125419443
643	0.07123439453
644	0.0712018862
645	0.07117950853
646	0.07115374765
647	0.07113858462
648	0.07111220196
649	0.07109181704
650	0.07106829766
651	0.07105270442
652	0.07103676905
653	0.07100789374
654	0.07093846567
655	0.07078807748
656	0.07076136384
657	0.07074435378
658	0.07072952379
659	0.070714585
660	0.0706945248
661	0.0706749132
662	0.07066143143
663	0.07064283009
664	0.07055084606
665	0.07052649204
666	0.07048282781
667	0.07045899423
668	0.07043749155
669	0.07042966724
670	0.07041349704
671	0.07039005177
672	0.07035568613
673	0.070323604
674	0.07030642479
675	0.07029464801
676	0.07027840625
677	0.07024914448
678	0.07023939914
679	0.07022859109
680	0.07020414023
681	0.07018389356
682	0.07014933012
683	0.07013995163
684	0.07010848224
685	0.07009103248
686	0.07007381428
687	0.07004682208
688	0.0700326967
689	0.07002082239
690	0.07000002451
691	0.06998829879
692	0.06998013947
693	0.06994748504
694	0.06991434884
695	0.06990868525
696	0.06987794325
697	0.06986367775
698	0.06980725908
699	0.06979247519
700	0.06977852313
701	0.06975143353
702	0.06973695798
703	0.06971633023
704	0.06969552613
705	0.0696819051
706	0.0696696241
707	0.06964237777
708	0.06959742363
709	0.06956870505
710	0.06955393651
711	0.06953348599
712	0.06951694399
713	0.06949944812
714	0.06948573285
715	0.06946764132
716	0.06943817091
717	0.06942882719
718	0.06940197743
719	0.06937759369
720	0.06936346751
721	0.06934948689
722	0.06933364256
723	0.06930438822
724	0.06928747642
725	0.06927032162
726	0.06924910063
727	0.0692350921
728	0.06922405795
729	0.06918919945
730	0.06916346539
731	0.069147993
732	0.06914100265
733	0.06912017288
734	0.06910930368
735	0.06909787259
736	0.06908097406
737	0.06906635406
738	0.06904688603
739	0.06903997251
740	0.06901029737
741	0.06897839561
742	0.06896565118
743	0.06894287272
744	0.06891821346
745	0.06890255764
746	0.06888957686
747	0.06887654497
748	0.06880971706
749	0.0687920327
750	0.06877456148
751	0.0687343192
752	0.06871330002
753	0.06870063687
754	0.06869004417
755	0.06867199101
756	0.06865218821
757	0.0686383396
758	0.06861023174
759	0.06859935434
760	0.0685831619
761	0.06857200377
762	0.0685473599
763	0.06853836356
764	0.06852666654
765	0.06851737408
766	0.06849782195
767	0.06848361761
768	0.06846535747
769	0.06846121922
770	0.06844428893
771	0.06843679864
772	0.06841381038
773	0.06840604241
774	0.06838924014
775	0.06836442219
776	0.06834675518
777	0.06833061793
778	0.06830366679
779	0.06828334031
780	0.06826273082
781	0.06825913268
782	0.0682461192
783	0.06822639197
784	0.06816196586
785	0.0681539769
786	0.0681432061
787	0.06812423394
788	0.06811147254
789	0.06810379473
790	0.06808538396
791	0.06806374595
792	0.06805906181
793	0.06804676529
794	0.0680240352
795	0.06801376017
796	0.06800810481
797	0.06798534352
798	0.06796478236
799	0.06796046296
800	0.06794296818
801	0.06792322864
802	0.06790747037
803	0.06789634708
804	0.06787774064
805	0.06785634649
806	0.06784676918
807	0.06784085767
808	0.06781818077
809	0.06780378527
810	0.0677878703
811	0.0677687269
812	0.06774647299
813	0.06773649304
814	0.06771800761
815	0.06769453572
816	0.06767245624
817	0.0676539268
818	0.06763432543
819	0.06761930481
820	0.06760814057
821	0.06759238324
822	0.06757681348
823	0.06755151984
824	0.06751680798
825	0.06748806892
826	0.06745906762
827	0.06742883594
828	0.06739563413
829	0.0673894849
830	0.06733288289
831	0.0672931722
832	0.0672828378
833	0.06723061871
834	0.06720552678
835	0.0671873865
836	0.0671689163
837	0.06716555994
838	0.06715365909
839	0.06712700839
840	0.06711484731
841	0.06709493879
842	0.06706948536
843	0.0670372856
844	0.06701325318
845	0.06699363142
846	0.06697262868
847	0.06696823753
848	0.06695850849
849	0.06694814644
850	0.06693314535
851	0.06691986396
852	0.06689583171
853	0.06687325307
854	0.0668518866
855	0.06682934293
856	0.06681852806
857	0.0668055432
858	0.06680109983
859	0.06678776356
860	0.06677332486
861	0.0667555368
862	0.06674371165
863	0.06672477018
864	0.06671432821
865	0.06671325348
866	0.0666933152
867	0.06667805184
868	0.06666438875
869	0.06664701691
870	0.06663055273
871	0.06661395021
872	0.06659059924
873	0.06656573174
874	0.06655305117
875	0.06653725307
876	0.06652363811
877	0.06651319514
878	0.066507125
879	0.06649319963
880	0.06648568755
881	0.0664737508
882	0.06645935824
883	0.06644665618
884	0.06642725984
885	0.06641241031
886	0.06640764626
887	0.06639062066
888	0.06637140361
889	0.06634796153
890	0.0663169963
891	0.06624849842
892	0.06622554287
893	0.06610841588
894	0.06610397456
895	0.06608488664
896	0.06607138332
897	0.06605081286
898	0.06603414482
899	0.06601326182
900	0.06599431027
901	0.06597657875
902	0.06595276972
903	0.06593451366
904	0.06592167732
905	0.06590350121
906	0.06588224529
907	0.06586641126
908	0.0658461759
909	0.06584065269
910	0.06582639638
911	0.06581433872
912	0.0657763378
913	0.06575787887
914	0.06573467514
915	0.06571668752
916	0.06570647914
917	0.06569802777
918	0.06568494559
919	0.06567785486
920	0.06566396947
921	0.06564467341
922	0.06562581287
923	0.06561339555
924	0.06560806394
925	0.06560143419
926	0.06558527946
927	0.06558402136
928	0.06556738505
929	0.06555638467
930	0.06554320209
931	0.0655292194
932	0.06551156567
933	0.06550056119
934	0.06547682691
935	0.06546610009
936	0.06543982418
937	0.06542688437
938	0.06541040684
939	0.06539785521
940	0.06538664075
941	0.06537084448
942	0.0653543957
943	0.06532462601
944	0.0653162177
945	0.06531219746
946	0.06529955782
947	0.06529046411
948	0.065268697
949	0.06524494749
950	0.06522846701
951	0.06521873197
952	0.06517883487
953	0.06516032161
954	0.06512803895
955	0.06509722149
956	0.06508363214
957	0.0650747731
958	0.06505036887
959	0.06503989101
960	0.06502406098
961	0.06499995809
962	0.0649929954
963	0.06499085409
964	0.06495862958
965	0.06495443007
966	0.06493273571
967	0.0649081204
968	0.06489436408
969	0.06488190887
970	0.06485785805
971	0.06483683067
972	0.06481973642
973	0.0647981978
974	0.06478669649
975	0.06476361182
976	0.06476110175
977	0.06471218645
978	0.06469882765
979	0.06467554936
980	0.06464942392
981	0.06463713884
982	0.0646246734
983	0.06460363068
984	0.06458696673
985	0.06456750895
986	0.0645563703
987	0.06454787792
988	0.06452027718
989	0.06450745427
990	0.06449137742
991	0.06448819626
992	0.06446233104
993	0.06444528698
994	0.06442664059
995	0.06441727947
996	0.06440734337
997	0.06438768275
998	0.06437595911
999	0.06437591096
